School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_All,Yield_All,Acceptance_Other,Yield_Other,Acceptance_Unknown,Yield_Unknown,Acceptance_Male,Yield_Male,Acceptance_Female,Yield_Female
AZUSA HIGH SCHOOL,Azusa,Los Angeles,64.0,38.0,26.0,0.0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0
PUC COMMUNITY CHARTER EARLY COLL HS,Sylmar,Los Angeles,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLIANCE NEUWIRTH LEADERSHIP ACADMY,Los Angeles,Los Angeles,56.0,34.0,22.0,0.0,0.0,5.0,5.0,0.0,0,0,4.0,4.0,0.0,0,0,0.08928571428571429,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.8
TORRES HS - SOCIAL JUSTICE LEADRSHP,Los Angeles,Los Angeles,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,73.0,38.0,34.0,0.0,0.0,14.0,8.0,6.0,0,0,9.0,4.0,5.0,0,0,0.1917808219178082,0.6428571428571429,0.0,0.0,0.0,0.0,0.17647058823529413,0.8333333333333334,0.21052631578947367,0.5
SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,28.0,17.0,11.0,0.0,0.0,4.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0
BERT CORONA CHARTER HIGH SCHL,Pacoima,Los Angeles,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,28.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,315.0,159.0,143.0,6.0,7.0,37.0,19.0,16.0,0,0,21.0,13.0,7.0,0,0,0.11746031746031746,0.5675675675675675,0.0,0.0,0.0,0.0,0.11188811188811189,0.4375,0.11949685534591195,0.6842105263157895
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,343.0,156.0,166.0,7.0,14.0,33.0,21.0,11.0,0,0,19.0,13.0,6.0,0,0,0.09620991253644315,0.5757575757575758,0.0,0.0,0.0,0.0,0.06626506024096386,0.5454545454545454,0.1346153846153846,0.6190476190476191
GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,409.0,223.0,179.0,0.0,0.0,39.0,28.0,10.0,0,0,26.0,19.0,7.0,0,0,0.09535452322738386,0.6666666666666666,0.0,0.0,0.0,0.0,0.055865921787709494,0.7,0.12556053811659193,0.6785714285714286
EAST COLLEGE PREP,Los Angeles,Los Angeles,24.0,13.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,39.0,25.0,11.0,0.0,0.0,5.0,5.0,0.0,0,0,5.0,5.0,0.0,0,0,0.1282051282051282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0
LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,61.0,26.0,29.0,0.0,0.0,5.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
SONIA SOTOMAYOR ARTS & SCIENCE ACAD,Los Angeles,Los Angeles,19.0,10.0,9.0,0.0,0.0,4.0,0.0,0.0,0,0,4.0,0.0,0.0,0,0,0.21052631578947367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,29.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,36.0,19.0,15.0,0.0,0.0,4.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.1111111111111111,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.75
MAGNOLIA SCIENCE ACADEMY 2 VALLEY,Van Nuys,Los Angeles,18.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PUENTE HIGH SCHOOL,La Puente,Los Angeles,25.0,17.0,8.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,28.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,51.0,35.0,15.0,0.0,0.0,4.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.0784313725490196,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.75
GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,119.0,60.0,58.0,0.0,0.0,10.0,7.0,3.0,0,0,6.0,4.0,0.0,0,0,0.08403361344537816,0.6,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.11666666666666667,0.5714285714285714
ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,37.0,20.0,17.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN MUIR HIGH SCHOOL,Pasadena,Los Angeles,44.0,29.0,14.0,0.0,0.0,8.0,6.0,0.0,0,0,5.0,3.0,0.0,0,0,0.18181818181818182,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.5
GANESHA HIGH SCHOOL,Pomona,Los Angeles,21.0,10.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGNOLIA SCIENCE ACADEMY - 1 RESEDA,Reseda,Los Angeles,40.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,254.0,132.0,116.0,0.0,0.0,27.0,13.0,13.0,0,0,17.0,9.0,7.0,0,0,0.1062992125984252,0.6296296296296297,0.0,0.0,0.0,0.0,0.11206896551724138,0.5384615384615384,0.09848484848484848,0.6923076923076923
ORTHOPAEDIC HOSPITAL MAGNET HS,Los Angeles,Los Angeles,52.0,37.0,14.0,0.0,0.0,5.0,3.0,0.0,0,0,5.0,3.0,0.0,0,0,0.09615384615384616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,1.0
LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERFORMING ARTS COMMUNITY SCHO,Los Angeles,Los Angeles,41.0,30.0,10.0,0.0,0.0,6.0,5.0,0.0,0,0,5.0,4.0,0.0,0,0,0.14634146341463414,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,97.0,55.0,38.0,0.0,0.0,8.0,3.0,5.0,0,0,6.0,0.0,4.0,0,0,0.08247422680412371,0.75,0.0,0.0,0.0,0.0,0.13157894736842105,0.8,0.05454545454545454,0.0
HIGH TECH HIGH LA,Van Nuys,Los Angeles,33.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,50.0,23.0,25.0,0.0,0.0,5.0,0.0,3.0,0,0,4.0,0.0,3.0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.12,1.0,0.0,0.0
CENTRAL HIGH SCHOOL,Los Angeles,Los Angeles,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,84.0,51.0,31.0,0.0,0.0,10.0,10.0,0.0,0,0,5.0,5.0,0.0,0,0,0.11904761904761904,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254902,0.5
EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,51.0,37.0,13.0,0.0,0.0,4.0,0.0,0.0,0,0,4.0,0.0,0.0,0,0,0.0784313725490196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,45.0,29.0,16.0,0.0,0.0,6.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0
VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,16.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEGACY HIGH SCHOOL VAPA,South Gate,Los Angeles,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,139.0,88.0,46.0,0.0,0.0,15.0,10.0,4.0,0,0,9.0,5.0,4.0,0,0,0.1079136690647482,0.6,0.0,0.0,0.0,0.0,0.08695652173913043,1.0,0.11363636363636363,0.5
IOVINE & YOUNG CENTER IDTE MAGNET,Los Angeles,Los Angeles,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,32.0,14.0,18.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,73.0,34.0,38.0,0.0,0.0,7.0,3.0,4.0,0,0,6.0,0.0,4.0,0,0,0.0958904109589041,0.8571428571428571,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.08823529411764706,0.0
PORT OF LOS ANGELES HS,San Pedro,Los Angeles,44.0,23.0,20.0,0.0,0.0,4.0,0.0,0.0,0,0,4.0,0.0,0.0,0,0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,123.0,70.0,46.0,0.0,0.0,12.0,8.0,4.0,0,0,7.0,4.0,3.0,0,0,0.0975609756097561,0.5833333333333334,0.0,0.0,0.0,0.0,0.08695652173913043,0.75,0.11428571428571428,0.5
PASADENA HIGH SCHOOL,Pasadena,Los Angeles,93.0,33.0,57.0,0.0,0.0,13.0,6.0,7.0,0,0,9.0,4.0,5.0,0,0,0.13978494623655913,0.6923076923076923,0.0,0.0,0.0,0.0,0.12280701754385964,0.7142857142857143,0.18181818181818182,0.6666666666666666
MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,53.0,26.0,26.0,0.0,0.0,7.0,4.0,3.0,0,0,4.0,3.0,0.0,0,0,0.1320754716981132,0.5714285714285714,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.15384615384615385,0.75
DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,69.0,33.0,33.0,0.0,0.0,6.0,3.0,3.0,0,0,4.0,0.0,0.0,0,0,0.08695652173913043,0.6666666666666666,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0
MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,19.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,64.0,35.0,25.0,0.0,0.0,16.0,7.0,9.0,0,0,6.0,4.0,0.0,0,0,0.25,0.375,0.0,0.0,0.0,0.0,0.36,0.0,0.2,0.5714285714285714
PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,153.0,71.0,71.0,0.0,0.0,17.0,7.0,7.0,0,0,10.0,5.0,5.0,0,0,0.1111111111111111,0.5882352941176471,0.0,0.0,0.0,0.0,0.09859154929577464,0.7142857142857143,0.09859154929577464,0.7142857142857143
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,41.0,20.0,20.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,190.0,98.0,86.0,0.0,0.0,20.0,12.0,8.0,0,0,13.0,8.0,5.0,0,0,0.10526315789473684,0.65,0.0,0.0,0.0,0.0,0.09302325581395349,0.625,0.12244897959183673,0.6666666666666666
LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,256.0,121.0,103.0,11.0,21.0,21.0,13.0,3.0,0,0,7.0,5.0,0.0,0,0,0.08203125,0.3333333333333333,0.0,0.0,0.0,0.0,0.02912621359223301,0.0,0.10743801652892562,0.38461538461538464
BASSETT HIGH SCHOOL,La Puente,Los Angeles,20.0,15.0,5.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,38.0,25.0,13.0,0.0,0.0,4.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
COMPTON HIGH SCHOOL,Compton,Los Angeles,32.0,22.0,9.0,0.0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
BRIO COLLEGE PREP,Los Angeles,Los Angeles,52.0,33.0,16.0,0.0,0.0,5.0,4.0,0.0,0,0,4.0,3.0,0.0,0,0,0.09615384615384616,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.75
QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,127.0,67.0,56.0,0.0,0.0,9.0,0.0,7.0,0,0,3.0,0.0,0.0,0,0,0.07086614173228346,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,132.0,69.0,60.0,0.0,0.0,10.0,9.0,0.0,0,0,8.0,8.0,0.0,0,0,0.07575757575757576,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.8888888888888888
LOS ANGELES SCHOOL GLOBAL STUDIES,Los Angeles,Los Angeles,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENVIRONMENTAL CHARTER HIGH SCH,Gardena,Los Angeles,25.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHURR HIGH SCHOOL,Montebello,Los Angeles,85.0,57.0,26.0,0.0,0.0,8.0,5.0,3.0,0,0,6.0,3.0,3.0,0,0,0.09411764705882353,0.75,0.0,0.0,0.0,0.0,0.11538461538461539,1.0,0.08771929824561403,0.6
GREEN DESIGN STEAM ACADEMY,Los Angeles,Los Angeles,34.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,129.0,68.0,56.0,0.0,0.0,14.0,10.0,4.0,0,0,11.0,8.0,3.0,0,0,0.10852713178294573,0.7857142857142857,0.0,0.0,0.0,0.0,0.07142857142857142,0.75,0.14705882352941177,0.8
NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,178.0,84.0,86.0,0.0,0.0,19.0,10.0,9.0,0,0,8.0,4.0,4.0,0,0,0.10674157303370786,0.42105263157894735,0.0,0.0,0.0,0.0,0.10465116279069768,0.4444444444444444,0.11904761904761904,0.4
DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,26.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSURANCE LEARNING ACADEMY,Lancaster,Los Angeles,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODROW WILSON HIGH SCHOOL,Long Beach,Los Angeles,73.0,40.0,30.0,0.0,0.0,6.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,27.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,93.0,46.0,45.0,0.0,0.0,7.0,4.0,3.0,0,0,4.0,4.0,0.0,0,0,0.07526881720430108,0.5714285714285714,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.08695652173913043,1.0
MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,195.0,96.0,93.0,0.0,0.0,14.0,6.0,7.0,0,0,10.0,5.0,5.0,0,0,0.07179487179487179,0.7142857142857143,0.0,0.0,0.0,0.0,0.07526881720430108,0.7142857142857143,0.0625,0.8333333333333334
EARLY COLLEGE ACAD LA TRADE TECH,Los Angeles,Los Angeles,12.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,38.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,42.0,24.0,17.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,54.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,45.0,26.0,17.0,0.0,0.0,7.0,3.0,4.0,0,0,5.0,3.0,0.0,0,0,0.15555555555555556,0.7142857142857143,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.11538461538461539,1.0
LINDA MARQUEZ HS-SOCIAL JUSTICE,Huntington Park,Los Angeles,28.0,17.0,10.0,0.0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0
UNIVERSITY PATHWAYS PUBLIC SVC ACAD,Los Angeles,Los Angeles,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,207.0,103.0,100.0,0.0,0.0,18.0,10.0,8.0,0,0,13.0,8.0,5.0,0,0,0.08695652173913043,0.7222222222222222,0.0,0.0,0.0,0.0,0.08,0.625,0.0970873786407767,0.8
LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,49.0,27.0,21.0,0.0,0.0,8.0,7.0,0.0,0,0,5.0,4.0,0.0,0,0,0.16326530612244897,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.5714285714285714
SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,73.0,38.0,34.0,0.0,0.0,9.0,5.0,4.0,0,0,7.0,4.0,3.0,0,0,0.1232876712328767,0.7777777777777778,0.0,0.0,0.0,0.0,0.11764705882352941,0.75,0.13157894736842105,0.8
ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,25.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,116.0,67.0,46.0,0.0,0.0,12.0,8.0,4.0,0,0,11.0,7.0,4.0,0,0,0.10344827586206896,0.9166666666666666,0.0,0.0,0.0,0.0,0.08695652173913043,1.0,0.11940298507462686,0.875
LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,98.0,54.0,40.0,0.0,0.0,14.0,9.0,5.0,0,0,11.0,6.0,5.0,0,0,0.14285714285714285,0.7857142857142857,0.0,0.0,0.0,0.0,0.125,1.0,0.16666666666666666,0.6666666666666666
SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,22.0,13.0,8.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0
MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,38.0,22.0,14.0,0.0,0.0,4.0,4.0,0.0,0,0,4.0,4.0,0.0,0,0,0.10526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0
FELICITAS AND GONZALO MENDEZ HS,Los Angeles,Los Angeles,38.0,22.0,15.0,0.0,0.0,6.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.15789473684210525,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.75
SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,117.0,65.0,49.0,0.0,0.0,11.0,9.0,0.0,0,0,8.0,6.0,0.0,0,0,0.09401709401709402,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.13846153846153847,0.6666666666666666
WESTBROOK ACADEMY,South Gate,Los Angeles,16.0,7.0,8.0,0.0,0.0,3.0,3.0,0.0,0,0,3.0,3.0,0.0,0,0,0.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0
DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,60.0,38.0,19.0,0.0,0.0,5.0,5.0,0.0,0,0,4.0,4.0,0.0,0,0,0.08333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.8
ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,36.0,19.0,16.0,0.0,0.0,4.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.1111111111111111,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,36.0,18.0,17.0,0.0,0.0,6.0,4.0,0.0,0,0,5.0,3.0,0.0,0,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.75
RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,17.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMONA HIGH SCHOOL,Pomona,Los Angeles,25.0,18.0,7.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALMDALE HIGH SCHOOL,Palmdale,Los Angeles,51.0,24.0,26.0,0.0,0.0,5.0,0.0,4.0,0,0,3.0,0.0,0.0,0,0,0.09803921568627451,0.6,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0
JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,146.0,76.0,63.0,0.0,0.0,16.0,9.0,7.0,0,0,8.0,5.0,3.0,0,0,0.1095890410958904,0.5,0.0,0.0,0.0,0.0,0.1111111111111111,0.42857142857142855,0.11842105263157894,0.5555555555555556
SOAR HIGH SCHOOL,Lancaster,Los Angeles,60.0,36.0,24.0,0.0,0.0,5.0,4.0,0.0,0,0,4.0,4.0,0.0,0,0,0.08333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
